Can_Ens	Hum_Symb
ENSCAFG00000014527	NPAT
ENSCAFG00000032344	C1QB
ENSCAFG00000008824	NR1H3
ENSCAFG00000014639	C1QC
ENSCAFG00000017783	PAPOLA
ENSCAFG00000029682	C1orf106
ENSCAFG00000006320	DDX51
ENSCAFG00000019712	UBAC1
ENSCAFG00000011441	CASC1
ENSCAFG00000016231	FUT8
ENSCAFG00000031290	C1QA
ENSCAFG00000017556	TEX14
ENSCAFG00000031672	C14orf79
ENSCAFG00000032695	FGF10
ENSCAFG00000016601	MLLT6
ENSCAFG00000007077	CSAD
ENSCAFG00000001815	GDA
ENSCAFG00000028827	UBE2V2
ENSCAFG00000028810	GPIHBP1
ENSCAFG00000015764	RHOJ
ENSCAFG00000005875	FAM98A
ENSCAFG00000014116	ATP6AP2
ENSCAFG00000005040	KLF12
ENSCAFG00000004682	FAM171A1
ENSCAFG00000031851	CBX8
ENSCAFG00000018152	C15orf27
ENSCAFG00000001875	CKAP4
ENSCAFG00000003915	GTF3C6
ENSCAFG00000000493	OSR2
ENSCAFG00000004501	COG1
ENSCAFG00000003405	KLF11
ENSCAFG00000030878	ZNF35
ENSCAFG00000001094	SMAD5
ENSCAFG00000005044	TBC1D4
ENSCAFG00000002439	TSTD2
ENSCAFG00000003123	MAP3K7
ENSCAFG00000013283	CHRNA1
ENSCAFG00000029966	ALDH1L1
ENSCAFG00000015786	ROM1
ENSCAFG00000011731	CADM3
ENSCAFG00000019723	CAMSAP1
ENSCAFG00000004378	ZNF786
ENSCAFG00000010296	HEMK1
ENSCAFG00000032643	MRRF
ENSCAFG00000001244	REEP2
ENSCAFG00000023730	BCL7B
ENSCAFG00000005810	KAT2B
ENSCAFG00000015482	TOP3B
ENSCAFG00000015536	NAALADL2
ENSCAFG00000010529	PCSK6
ENSCAFG00000014862	SSBP4
ENSCAFG00000030041	RBM18
ENSCAFG00000011496	PIGR
ENSCAFG00000011243	PRMT5
ENSCAFG00000011366	KCNB1
ENSCAFG00000003621	LPIN1
ENSCAFG00000007671	GSS
ENSCAFG00000013817	SRGN
ENSCAFG00000011899	HJURP
ENSCAFG00000009379	CRY2
ENSCAFG00000017802	VRK1
ENSCAFG00000002129	PDK4
ENSCAFG00000010781	GPATCH2
ENSCAFG00000019711	POLRMT
ENSCAFG00000020277	LHX6
ENSCAFG00000017250	DENND4A
ENSCAFG00000019937	KIAA0513
ENSCAFG00000003625	FCGRT
ENSCAFG00000009032	TMEM55A
ENSCAFG00000004502	KLC3
ENSCAFG00000004235	DNAJC2
ENSCAFG00000029644	GPR132
ENSCAFG00000003631	RPS11
ENSCAFG00000031908	TRMT61B
ENSCAFG00000004467	XPC
ENSCAFG00000010482	SLC19A3
ENSCAFG00000018401	JAG2
ENSCAFG00000005840	ARL6IP6
ENSCAFG00000007502	HHEX
ENSCAFG00000007814	LPCAT4
ENSCAFG00000030285	CDR2L
ENSCAFG00000006507	CHAMP1
ENSCAFG00000002154	TLN1
ENSCAFG00000029013	ABHD17C
ENSCAFG00000003028	HSDL2
ENSCAFG00000029606	ZNF425
ENSCAFG00000013539	CCNYL1
ENSCAFG00000014518	MCU
ENSCAFG00000032191	MAP1A
ENSCAFG00000018614	PRKAA1
ENSCAFG00000002652	RPS9
ENSCAFG00000007534	EXOC6
ENSCAFG00000012018	P4HTM
ENSCAFG00000006901	RNF6
ENSCAFG00000006022	EFNB2
ENSCAFG00000007174	POLR1B
ENSCAFG00000012410	CRTC3
ENSCAFG00000005401	GPD1L
ENSCAFG00000004507	CKM
ENSCAFG00000014061	DIXDC1
ENSCAFG00000023742	PTPRR
ENSCAFG00000029250	CDK13
ENSCAFG00000003822	PGRMC2
ENSCAFG00000013922	ARNT2
ENSCAFG00000014740	ZNF384
ENSCAFG00000018546	NNT
ENSCAFG00000007810	ERAP1
ENSCAFG00000012224	HINFP
ENSCAFG00000002550	SIX2
ENSCAFG00000006377	EP400
ENSCAFG00000013476	PDK3
ENSCAFG00000023018	ASGR2
ENSCAFG00000009034	SLC12A3
ENSCAFG00000005419	PNP
ENSCAFG00000009771	TTC3
ENSCAFG00000030686	GLIPR2
ENSCAFG00000002122	MRPS9
ENSCAFG00000017245	DHPS
ENSCAFG00000009983	ZNF423
ENSCAFG00000007581	PATL1
ENSCAFG00000031652	SDC2
ENSCAFG00000007415	PPWD1
ENSCAFG00000031350	SYCE3
ENSCAFG00000010528	DNM1L
ENSCAFG00000004429	ZNF398
ENSCAFG00000015340	ADK
ENSCAFG00000012464	FAM117B
ENSCAFG00000013540	AIDA
ENSCAFG00000003831	LARP1B
ENSCAFG00000016901	ALDH6A1
ENSCAFG00000029558	BMF
ENSCAFG00000005418	THAP1
ENSCAFG00000004914	GALK1
ENSCAFG00000000196	EYA4
ENSCAFG00000019463	RNF151
ENSCAFG00000005228	ESYT2
ENSCAFG00000032353	UBE2D1
ENSCAFG00000019373	SAMD11
ENSCAFG00000000397	CAND1
ENSCAFG00000002554	SRBD1
ENSCAFG00000000507	VPS13B
ENSCAFG00000017583	KATNAL2
ENSCAFG00000007451	NCK1
ENSCAFG00000002404	CNNM4
ENSCAFG00000007665	ARL6IP4
ENSCAFG00000011235	ZNF184
ENSCAFG00000029143	BEND3
ENSCAFG00000015787	PPP2R5E
ENSCAFG00000015625	FMN2
ENSCAFG00000010906	INTS12
ENSCAFG00000028669	FAM171B
ENSCAFG00000000678	ZFPM2
ENSCAFG00000019167	DAPK3
ENSCAFG00000015753	SFTPD
ENSCAFG00000001526	IFT27
ENSCAFG00000006128	SEMA3D
ENSCAFG00000018229	ZNF358
ENSCAFG00000017841	G3BP1
ENSCAFG00000012304	PPP2R5A
ENSCAFG00000007553	MRPL35
ENSCAFG00000008582	VCAN
ENSCAFG00000029971	OTUD6B
ENSCAFG00000017172	CHRNB2
ENSCAFG00000001047	NCOA7
ENSCAFG00000001879	NUAK1
ENSCAFG00000031521	AC104809.3
ENSCAFG00000030812	MRPL51
ENSCAFG00000029287	GLI4
ENSCAFG00000011426	PTGIS
ENSCAFG00000015235	SLC19A2
ENSCAFG00000008482	JAM2
ENSCAFG00000011936	TRPM8
ENSCAFG00000014692	PTGDR
ENSCAFG00000018864	GPC3
ENSCAFG00000012570	MTG2
ENSCAFG00000017652	GRAMD2
ENSCAFG00000007303	GPI
ENSCAFG00000012934	MAP3K3
ENSCAFG00000015570	CCDC175
ENSCAFG00000003918	RPF2
ENSCAFG00000029336	ODF3B
ENSCAFG00000015995	DLG4
ENSCAFG00000000824	P4HA2
ENSCAFG00000000572	LMF2
ENSCAFG00000000918	MCAT
ENSCAFG00000018272	KLHL13
ENSCAFG00000009442	TRIM33
ENSCAFG00000031646	ZNF696
ENSCAFG00000015559	PMS2
ENSCAFG00000016630	PRR14
ENSCAFG00000011109	NDUFV1
ENSCAFG00000028649	STAMBP
ENSCAFG00000000856	NUP50
ENSCAFG00000032734	KCNK13
ENSCAFG00000008962	CDCA2
ENSCAFG00000000075	TNFRSF11A
ENSCAFG00000011449	APEH
ENSCAFG00000001438	PI16
ENSCAFG00000016889	ARHGEF2
ENSCAFG00000015795	EML3
ENSCAFG00000002238	MIOS
ENSCAFG00000016503	RRAGB
ENSCAFG00000010053	ANO5
ENSCAFG00000016468	SEPSECS
ENSCAFG00000016700	RORA
ENSCAFG00000014336	LRCH4
ENSCAFG00000013723	SHF
ENSCAFG00000030036	PDSS2
ENSCAFG00000012687	EIF4G1
ENSCAFG00000007868	LACTB2
ENSCAFG00000015138	VAMP1
ENSCAFG00000009934	ATXN1
ENSCAFG00000029660	CHN1
ENSCAFG00000031937	SLC35C1
ENSCAFG00000008877	BUB1B
ENSCAFG00000018153	FBXO22
ENSCAFG00000000669	EHMT2
ENSCAFG00000030906	RALA
ENSCAFG00000009514	YWHAB
ENSCAFG00000017510	PSMC1
ENSCAFG00000009482	CPQ
ENSCAFG00000011721	POLG2
ENSCAFG00000032609	RASD2
ENSCAFG00000009050	THAP9
ENSCAFG00000015143	TAPBPL
ENSCAFG00000017249	WDR83
ENSCAFG00000007373	ZNF143
ENSCAFG00000002292	CLTA
ENSCAFG00000013332	ATF2
ENSCAFG00000014861	ZNF142
ENSCAFG00000010758	MAP2K6
ENSCAFG00000030867	HPCAL4
ENSCAFG00000005463	SNX5
ENSCAFG00000017101	TGFB3
ENSCAFG00000023949	NIPSNAP3A
ENSCAFG00000015162	KTN1
ENSCAFG00000030751	ZCRB1
ENSCAFG00000011925	HSD11B1
ENSCAFG00000009385	CHST1
ENSCAFG00000023783	ZBP1
ENSCAFG00000007668	OGFOD2
ENSCAFG00000012447	TRAF3IP1
ENSCAFG00000014701	PTGER2
ENSCAFG00000025273	TMEM65
ENSCAFG00000005365	DGAT2
ENSCAFG00000001709	MCM5
ENSCAFG00000030530	GOLPH3L
ENSCAFG00000006629	EFCAB1
ENSCAFG00000018725	SKP2
ENSCAFG00000006374	C20orf194
ENSCAFG00000011595	ARHGAP6
ENSCAFG00000008797	DUSP11
ENSCAFG00000016883	ITGAX
ENSCAFG00000012774	REPS2
ENSCAFG00000001820	C9orf85
ENSCAFG00000012602	OSBPL2
ENSCAFG00000004315	SYNDIG1
ENSCAFG00000006503	RBPMS
ENSCAFG00000005609	XDH
ENSCAFG00000010564	SNRPA1
ENSCAFG00000018668	TMEM199
ENSCAFG00000010729	MRGPRF
ENSCAFG00000019186	HAUS7
ENSCAFG00000001821	ABHD17B
ENSCAFG00000003569	YAE1D1
ENSCAFG00000014569	PDCD10
ENSCAFG00000002002	SUPT3H
ENSCAFG00000010024	DOK2
ENSCAFG00000001019	UBE2B
ENSCAFG00000018787	GNAL
ENSCAFG00000010794	SPATA17
ENSCAFG00000017182	SHE
ENSCAFG00000016339	MIEN1
ENSCAFG00000009004	GNL3
ENSCAFG00000004442	ZNF282
ENSCAFG00000029711	ZNF2
ENSCAFG00000018672	VTN
ENSCAFG00000030171	NDUFA8
ENSCAFG00000030377	ZNF514
ENSCAFG00000003765	SLC41A3
ENSCAFG00000017730	ZMAT1
ENSCAFG00000000847	FGFR1OP
ENSCAFG00000014709	TXNDC16
ENSCAFG00000030984	DUSP22
ENSCAFG00000010433	ARF1
ENSCAFG00000008298	GFM2
ENSCAFG00000007829	NUTM1
ENSCAFG00000002840	FRRS1L
ENSCAFG00000005720	CLPB
ENSCAFG00000023151	GATA6
ENSCAFG00000012315	TFAM
ENSCAFG00000018239	MIB1
ENSCAFG00000010833	NKD2
ENSCAFG00000000145	RAB27B
ENSCAFG00000011789	ZFAND2A
ENSCAFG00000000483	TCF19
ENSCAFG00000002919	EFEMP1
ENSCAFG00000010838	TRIP13
ENSCAFG00000007676	ABCB9
ENSCAFG00000009393	SYT13
ENSCAFG00000001825	TMEM2
ENSCAFG00000011089	ARNTL2
ENSCAFG00000002244	SRP72
ENSCAFG00000012269	C2CD2L
ENSCAFG00000032756	FAM198B
ENSCAFG00000003738	SOBP
ENSCAFG00000003528	FAM115A
ENSCAFG00000009488	MTDH
ENSCAFG00000005253	WDR43
ENSCAFG00000008687	CCT8
ENSCAFG00000002944	GCK
ENSCAFG00000003309	AAK1
ENSCAFG00000004481	SLC6A6
ENSCAFG00000001331	ZCCHC6
ENSCAFG00000014320	THOC3
ENSCAFG00000016019	FADS2
ENSCAFG00000014582	SERPINI1
ENSCAFG00000007813	NR3C2
ENSCAFG00000016928	ALOX15B
ENSCAFG00000009906	VSIG10
ENSCAFG00000023079	AFF3
ENSCAFG00000019939	ZDHHC7
ENSCAFG00000008237	HMBOX1
ENSCAFG00000032086	CBX2
ENSCAFG00000001741	GNMT
ENSCAFG00000005675	RNF213
ENSCAFG00000005114	MYRIP
ENSCAFG00000012497	ICA1L
ENSCAFG00000016288	TMEM256-PLSCR3
ENSCAFG00000017599	PIAS2
ENSCAFG00000010280	DZIP3
ENSCAFG00000004166	PMPCB
ENSCAFG00000019815	AMPD2
ENSCAFG00000019173	ZFR2
ENSCAFG00000017414	AAGAB
ENSCAFG00000003409	RRM2
ENSCAFG00000017716	EEF2K
ENSCAFG00000002445	NCBP1
ENSCAFG00000030784	LAD1
ENSCAFG00000002847	EPB41L4B
ENSCAFG00000018625	C3
ENSCAFG00000005752	C17orf70
ENSCAFG00000001441	MTCH1
ENSCAFG00000007574	CYP26A1
ENSCAFG00000010010	N4BP1
ENSCAFG00000023070	ACYP2
ENSCAFG00000008442	ANAPC7
ENSCAFG00000016191	AP1S3
ENSCAFG00000006326	KCTD16
ENSCAFG00000003582	VPS41
ENSCAFG00000017932	ARID3B
ENSCAFG00000008969	KCTD9
ENSCAFG00000015184	LTBR
ENSCAFG00000004318	CST7
ENSCAFG00000010591	PTPN7
ENSCAFG00000000001	ENPP1
ENSCAFG00000013926	FBXO33
ENSCAFG00000014644	ZBTB40
ENSCAFG00000001748	PEX6
ENSCAFG00000005886	CRIM1
ENSCAFG00000007040	MRPS5
ENSCAFG00000007731	ATP1B3
ENSCAFG00000029163	MYL7
ENSCAFG00000020284	TTLL11
ENSCAFG00000031752	UBE2G2
ENSCAFG00000031541	PRELID2
ENSCAFG00000019187	MATK
ENSCAFG00000030801	IKZF4
ENSCAFG00000018157	UBE2Q2
ENSCAFG00000030966	CCR6
ENSCAFG00000001595	ADCK5
ENSCAFG00000029584	EIF1
ENSCAFG00000010629	SPICE1
ENSCAFG00000007470	IL20RB
ENSCAFG00000014661	WNT4
ENSCAFG00000020290	DAB2IP
ENSCAFG00000029815	COMMD6
ENSCAFG00000009666	ZPLD1
ENSCAFG00000016518	FGFR4
ENSCAFG00000006498	TAF10
ENSCAFG00000001945	CYP51A1
ENSCAFG00000011935	EYA3
ENSCAFG00000008669	TMEM144
ENSCAFG00000011612	NTPCR
ENSCAFG00000000577	TIAM2
ENSCAFG00000009051	SLC26A7
ENSCAFG00000019943	CRISPLD2
ENSCAFG00000029050	UCHL3
ENSCAFG00000013836	KANSL1L
ENSCAFG00000012478	PLEKHA5
ENSCAFG00000028815	ZBED5
ENSCAFG00000003553	CADPS2
ENSCAFG00000001254	EGR1
ENSCAFG00000007782	MYH7B
ENSCAFG00000011458	LRMP
ENSCAFG00000002933	POLD2
ENSCAFG00000005497	ZEB2
ENSCAFG00000006719	ACTR6
ENSCAFG00000007463	TRAPPC13
ENSCAFG00000008833	ACP2
ENSCAFG00000011670	ALPK1
ENSCAFG00000018051	DSG2
ENSCAFG00000020159	GLMN
ENSCAFG00000005668	ANKEF1
ENSCAFG00000011665	SIPA1L2
ENSCAFG00000000782	GTSE1
ENSCAFG00000005214	KIZ
ENSCAFG00000017422	IQCH
ENSCAFG00000007749	MYOF
ENSCAFG00000010013	SIAH1
ENSCAFG00000010029	LONP2
ENSCAFG00000014979	LETM1
ENSCAFG00000010745	IGHMBP2
ENSCAFG00000010318	DYNLL1
ENSCAFG00000012999	PPIP5K1
ENSCAFG00000016196	GDF10
ENSCAFG00000001885	APPL2
ENSCAFG00000017560	RAD51C
ENSCAFG00000018678	SARM1
ENSCAFG00000010486	SLC13A3
ENSCAFG00000023201	TLR9
ENSCAFG00000028908	WDR83OS
ENSCAFG00000014737	CALCRL
ENSCAFG00000006409	SH3RF2
ENSCAFG00000009910	PEBP1
ENSCAFG00000019545	CHD5
ENSCAFG00000019823	GNAT2
ENSCAFG00000017515	NRDE2
ENSCAFG00000007854	CAST
ENSCAFG00000031207	SPIN3
ENSCAFG00000005074	MYO7A
ENSCAFG00000004147	PIWIL4
ENSCAFG00000007595	KRT17
ENSCAFG00000009156	IRF4
ENSCAFG00000004322	APMAP
ENSCAFG00000010835	RRP15
ENSCAFG00000017030	RANGRF
ENSCAFG00000013115	MFI2
ENSCAFG00000019301	CLUH
ENSCAFG00000010784	TNNI1
ENSCAFG00000007177	CHCHD5
ENSCAFG00000032497	ZNF785
ENSCAFG00000002727	ABCA1
ENSCAFG00000010049	GFRA2
ENSCAFG00000016359	PGAP3
ENSCAFG00000004387	RAB38
ENSCAFG00000018682	SLC46A1
ENSCAFG00000013943	LRFN5
ENSCAFG00000004616	RAB30
ENSCAFG00000012519	WDR12
ENSCAFG00000015712	FAS
ENSCAFG00000018408	BRF1
ENSCAFG00000006429	PUS1
ENSCAFG00000018262	PNPLA6
ENSCAFG00000007563	ANKRD37
ENSCAFG00000000921	BIK
ENSCAFG00000014707	CDC42
ENSCAFG00000025533	ITIH4
ENSCAFG00000016945	GABRP
ENSCAFG00000005669	ZMYND11
ENSCAFG00000010338	COQ5
ENSCAFG00000016614	SRCIN1
ENSCAFG00000018287	WDR44
ENSCAFG00000011445	B4GALT5
ENSCAFG00000014573	P4HA1
ENSCAFG00000016016	ACADVL
ENSCAFG00000003072	RARS2
ENSCAFG00000007564	IMMT
ENSCAFG00000017278	TAF9B
ENSCAFG00000003847	CCDC7
ENSCAFG00000008263	INTS9
ENSCAFG00000019946	USP10
ENSCAFG00000013146	BAZ1B
ENSCAFG00000007339	KIAA0355
ENSCAFG00000020161	KIAA1107
ENSCAFG00000011082	CAMSAP2
ENSCAFG00000012639	IQGAP1
ENSCAFG00000010104	GANC
ENSCAFG00000024864	CHGA
ENSCAFG00000029440	ZNF688
ENSCAFG00000012086	CTSS
ENSCAFG00000029327	ZNF585B
ENSCAFG00000017904	CLK3
ENSCAFG00000001858	DLK2
ENSCAFG00000032281	XKR8
ENSCAFG00000010366	ALDH5A1
ENSCAFG00000019122	NAGPA
ENSCAFG00000031382	PMEPA1
ENSCAFG00000001377	GTPBP1
ENSCAFG00000012918	TNK2
ENSCAFG00000019305	RAP1GAP2
ENSCAFG00000017569	TRIM37
ENSCAFG00000017184	IL6R
ENSCAFG00000009052	LIN54
ENSCAFG00000013493	PCYT1B
ENSCAFG00000015357	KAT6B
ENSCAFG00000013038	DHX30
ENSCAFG00000016993	USP3
ENSCAFG00000002927	CCDC85A
ENSCAFG00000018801	MPPE1
ENSCAFG00000000329	EPM2A
ENSCAFG00000006638	SNAI2
ENSCAFG00000018692	SLC13A2
ENSCAFG00000009470	BCAS2
ENSCAFG00000017439	USP43
ENSCAFG00000007200	SLC20A1
ENSCAFG00000015674	CAMTA2
ENSCAFG00000016179	IQSEC2
ENSCAFG00000030320	SHISA2
ENSCAFG00000007350	LSM14A
ENSCAFG00000014181	LPAR2
ENSCAFG00000006436	CDV3
ENSCAFG00000013142	FSD2
ENSCAFG00000007007	ATP8A2
ENSCAFG00000016204	WDFY1
ENSCAFG00000012302	DPAGT1
ENSCAFG00000019355	PLEKHN1
ENSCAFG00000008802	TPRKB
ENSCAFG00000011611	MSL3
ENSCAFG00000016368	PNMT
ENSCAFG00000018700	XPNPEP2
ENSCAFG00000017821	SETD3
ENSCAFG00000013276	SMG7
ENSCAFG00000023095	CCDC160
ENSCAFG00000001057	TRMT11
ENSCAFG00000006447	TOPBP1
ENSCAFG00000007987	SUCLG1
ENSCAFG00000016891	CCDC176
ENSCAFG00000007358	KCTD15
ENSCAFG00000016480	LGI2
ENSCAFG00000005411	OSBPL10
ENSCAFG00000006580	HNRNPA1
ENSCAFG00000010575	VIMP
ENSCAFG00000006331	VEZT
ENSCAFG00000030423	AIFM3
ENSCAFG00000000330	FBXO30
ENSCAFG00000007377	PEPD
ENSCAFG00000019189	BGN
ENSCAFG00000019825	GNAI3
ENSCAFG00000018807	IMPA2
ENSCAFG00000019737	KCNT1
ENSCAFG00000018243	ABHD3
ENSCAFG00000006888	IL31RA
ENSCAFG00000007407	CEBPA
ENSCAFG00000031010	DCAF8
ENSCAFG00000008672	RXFP1
ENSCAFG00000006910	APIP
ENSCAFG00000018867	PHF6
ENSCAFG00000003530	FAM115C
ENSCAFG00000003860	MFSD8
ENSCAFG00000010916	GSTCD
ENSCAFG00000010863	BRD9
ENSCAFG00000010934	RFTN2
ENSCAFG00000001849	TRPM3
ENSCAFG00000019717	BSG
ENSCAFG00000016716	CPLX2
ENSCAFG00000015890	UNC13C
ENSCAFG00000009881	ALAS1
ENSCAFG00000002406	LMAN2L
ENSCAFG00000004691	HID1
ENSCAFG00000003807	KLF15
ENSCAFG00000016265	RELL1
ENSCAFG00000003833	SDC1
ENSCAFG00000001960	CAPN11
ENSCAFG00000003813	CCDC37
ENSCAFG00000018074	TTC19
ENSCAFG00000011713	DDX5
ENSCAFG00000000581	TFB1M
ENSCAFG00000001297	RHPN1
ENSCAFG00000002260	REV1
ENSCAFG00000006502	TPP1
ENSCAFG00000010398	KIAA0319
ENSCAFG00000000926	TTLL1
ENSCAFG00000009414	CHAC1
ENSCAFG00000031250	KRT14
ENSCAFG00000000680	OXR1
ENSCAFG00000008852	DDB2
ENSCAFG00000011672	SLC15A2
ENSCAFG00000002065	KIT
ENSCAFG00000015765	TFE3
ENSCAFG00000018798	ANGPTL3
ENSCAFG00000011056	ITPK1
ENSCAFG00000015196	SCNN1A
ENSCAFG00000031546	PIK3C2A
ENSCAFG00000009173	EXOC2
ENSCAFG00000003314	ANXA4
ENSCAFG00000000686	CFB
ENSCAFG00000025145	ZNF777
ENSCAFG00000008340	RACGAP1
ENSCAFG00000007085	SOAT2
ENSCAFG00000014239	SF1
ENSCAFG00000007130	NSMAF
ENSCAFG00000010303	C3orf18
ENSCAFG00000013516	BROX
ENSCAFG00000008191	SPAG4
ENSCAFG00000007695	SLMAP
ENSCAFG00000012813	AMICA1
ENSCAFG00000007881	CEP55
ENSCAFG00000032384	IL17B
ENSCAFG00000028800	PDZD11
ENSCAFG00000016302	VWCE
ENSCAFG00000019348	ISG15
ENSCAFG00000018197	ABCC6
ENSCAFG00000008827	ALMS1
ENSCAFG00000015239	CCDC181
ENSCAFG00000019342	AGRN
ENSCAFG00000004909	ZNF513
ENSCAFG00000004621	DDIAS
ENSCAFG00000000335	SHPRH
ENSCAFG00000015458	CLNK
ENSCAFG00000007893	RBP4
ENSCAFG00000031861	MZF1
ENSCAFG00000001549	SAYSD1
ENSCAFG00000000281	ABRACL
ENSCAFG00000002414	AGMO
ENSCAFG00000002349	UBE2M
ENSCAFG00000031721	CPNE1
ENSCAFG00000011526	YOD1
ENSCAFG00000002500	SLC2A1
ENSCAFG00000013521	POLA1
ENSCAFG00000014584	TMEM106A
ENSCAFG00000000407	DYRK2
ENSCAFG00000031420	NOP10
ENSCAFG00000012343	ZMAT5
ENSCAFG00000012378	RBM4B
ENSCAFG00000012717	QSOX1
ENSCAFG00000003081	PABPC4
ENSCAFG00000013182	EGLN3
ENSCAFG00000029233	SKA2
ENSCAFG00000016603	ITGAL
ENSCAFG00000002935	VRK2
ENSCAFG00000010815	TGFB2
ENSCAFG00000017516	CALM1
ENSCAFG00000011979	RPA2
ENSCAFG00000003922	SLC16A10
ENSCAFG00000007691	GALNT18
ENSCAFG00000020179	TGFBR3
ENSCAFG00000007764	HIP1R
ENSCAFG00000004923	PPM1G
ENSCAFG00000013733	GATM
ENSCAFG00000004498	SSTR2
ENSCAFG00000014191	PBX4
ENSCAFG00000009161	HPS5
ENSCAFG00000007433	LRP3
ENSCAFG00000010239	IKBKE
ENSCAFG00000014404	ARMC6
ENSCAFG00000013390	KIAA1715
ENSCAFG00000007440	WDR88
ENSCAFG00000000861	PHF21B
ENSCAFG00000023647	KRT19
ENSCAFG00000012041	ARIH2
ENSCAFG00000024890	NMT2
ENSCAFG00000014232	ARVCF
ENSCAFG00000020085	ZFP1
ENSCAFG00000016627	ARHGAP23
ENSCAFG00000003741	SCML4
ENSCAFG00000007885	SLC12A6
ENSCAFG00000007457	GPATCH1
ENSCAFG00000010431	CACNA2D2
ENSCAFG00000001112	CHADL
ENSCAFG00000029620	SRSF7
ENSCAFG00000020090	LDHD
ENSCAFG00000003236	INPP5B
ENSCAFG00000016774	VPS13C
ENSCAFG00000017615	ST8SIA5
ENSCAFG00000018058	DSG3
ENSCAFG00000014929	CHD4
ENSCAFG00000029464	CDC34
ENSCAFG00000019192	MRPL54
ENSCAFG00000009740	MAK
ENSCAFG00000011773	C7orf50
ENSCAFG00000018413	BTBD6
ENSCAFG00000007067	NUPL1
ENSCAFG00000017587	PRR11
ENSCAFG00000032183	SGPP1
ENSCAFG00000012693	CABLES2
ENSCAFG00000011703	ZGRF1
ENSCAFG00000004606	BIN1
ENSCAFG00000018299	PCYOX1L
ENSCAFG00000005507	ACVR2A
ENSCAFG00000012728	FAM131A
ENSCAFG00000013089	PLBD1
ENSCAFG00000003539	CLSPN
ENSCAFG00000019193	APBA3
ENSCAFG00000020182	CDC7
ENSCAFG00000000858	UNC93A
ENSCAFG00000002352	CHMP2A
ENSCAFG00000001336	ISCA1
ENSCAFG00000014570	ACAT1
ENSCAFG00000016292	NLGN2
ENSCAFG00000001339	C9orf153
ENSCAFG00000014226	NEMF
ENSCAFG00000017831	CCNK
ENSCAFG00000018417	PACS2
ENSCAFG00000013827	VPS26A
ENSCAFG00000007494	SGTB
ENSCAFG00000000147	C18orf54
ENSCAFG00000015068	ITIH3
ENSCAFG00000019755	PAEP
ENSCAFG00000019330	ASPA
ENSCAFG00000001942	TEC
ENSCAFG00000019567	RNF207
ENSCAFG00000013781	COL26A1
ENSCAFG00000001379	JOSD1
ENSCAFG00000012093	CTSK
ENSCAFG00000003578	EPHA1
ENSCAFG00000013559	PLEKHM3
ENSCAFG00000031441	WNT9A
ENSCAFG00000013078	CST6
ENSCAFG00000020092	ZNRF1
ENSCAFG00000030661	TTC33
ENSCAFG00000000308	CTDSP2
ENSCAFG00000020099	WDR59
ENSCAFG00000013203	EAPP
ENSCAFG00000029154	EFCAB2
ENSCAFG00000023529	KRT15
ENSCAFG00000015543	TBL1XR1
ENSCAFG00000004360	ACSS1
ENSCAFG00000010914	RBM6
ENSCAFG00000008312	HPS3
ENSCAFG00000014750	ERO1L
ENSCAFG00000003143	AVL9
ENSCAFG00000024274	RNASE12
ENSCAFG00000007465	RHPN2
ENSCAFG00000001544	EIF3D
ENSCAFG00000024903	MAFB
ENSCAFG00000009977	CAP2
ENSCAFG00000005435	METTL17
ENSCAFG00000007758	GALNT6
ENSCAFG00000015807	MAT1A
ENSCAFG00000019719	TPGS1
ENSCAFG00000000282	HECA
ENSCAFG00000012342	HMBS
ENSCAFG00000032342	PDGFD
ENSCAFG00000001350	GOLM1
ENSCAFG00000016307	EFHD2
ENSCAFG00000001865	TJAP1
ENSCAFG00000030496	FHAD1
ENSCAFG00000014752	TFPI
ENSCAFG00000009058	TOP1
ENSCAFG00000013793	IFT22
ENSCAFG00000011108	GNA13
ENSCAFG00000002940	FANCL
ENSCAFG00000014876	BCS1L
ENSCAFG00000032402	LIN52
ENSCAFG00000010241	PXN
ENSCAFG00000010240	SLC22A18
ENSCAFG00000016718	HRH2
ENSCAFG00000018247	SNRPD1
ENSCAFG00000003839	PUM2
ENSCAFG00000011995	THEMIS2
ENSCAFG00000004212	EFCAB14
ENSCAFG00000005899	HARS
ENSCAFG00000029985	RNF139
ENSCAFG00000029359	KCNK5
ENSCAFG00000019134	PPL
ENSCAFG00000001120	L3MBTL2
ENSCAFG00000031890	HPCAL1
ENSCAFG00000012816	SNED1
ENSCAFG00000012764	CLCN2
ENSCAFG00000003848	C4orf29
ENSCAFG00000013689	RFC4
ENSCAFG00000002354	TRIM28
ENSCAFG00000015819	SYNE2
ENSCAFG00000013856	ACADL
ENSCAFG00000009400	TP53I11
ENSCAFG00000001293	HSPA9
ENSCAFG00000009492	INO80
ENSCAFG00000008748	MANBAL
ENSCAFG00000001383	TOMM22
ENSCAFG00000010885	TPPP
ENSCAFG00000012331	BICC1
ENSCAFG00000007416	WEE1
ENSCAFG00000019336	TRPV3
ENSCAFG00000007929	FRA10AC1
ENSCAFG00000018619	PTGER4
ENSCAFG00000002610	PRKCE
ENSCAFG00000017741	VWA3A
ENSCAFG00000018828	CIDEA
ENSCAFG00000010889	CEP72
ENSCAFG00000001600	CPSF1
ENSCAFG00000016331	TMEM51
ENSCAFG00000000038	CD226
